"20/06/2024","32125","13","DATTERI GR.200","18357"
"20/06/2024","32125","1","CARTUCCIA GAS GR. 190 TOP SAFE","73556"
"20/06/2024","32125","6","PANCETTA COPPATA GR 200 NEGRONI A CUBETTI","32240"
"20/06/2024","32125","4","PARMIGGIANO REGGIANO DOP GR.300 SV 18 MESI","31400"
"20/06/2024","32125","1","PECORINO ROMANO DOP GR 200 CATTEL","32244"
"20/06/2024","32125","1","PROSCIUTTO COTTO AQ GR 110 NEGRONI","32237"
"20/06/2024","32125","1","PROSCIUTTO CRUDO STAGIONATO GR 100 NEGRONI","32234"
"20/06/2024","32125","2","PROVOLONE AURICCHIO PICCANTE SV SPICCHI GR. 250","33181"
"20/06/2024","32125","54","YOGURT FRUTTA 125 MARCA YOMO","31711"
"20/06/2024","32125","11","YOGURT MAGRO 125 MARCA YOMO","31717"
"20/06/2024","32125","3","COZZE SGUSCIATE SURGELATE GR. 225","26499"
"20/06/2024","32125","5","GAMBERI ARGENTINI GR. 400 SURGELATI","21137"
"20/06/2024","32125","2","GAMBERI SGUSCIATI SURGELATI GR 300","21205"
"20/06/2024","32125","20","MISTO MARE SURGELATO GR.300","26501"
"20/06/2024","32125","10","PATATE FRITTE STICK KG.1","26239"
"20/06/2024","32125","6","PISELLI FINISSIMI SURGELATI GR 450","21117"
"20/06/2024","32125","49","PIZZA MARGHERITA SURGELATA GR.300","26503"
"20/06/2024","32125","2","SPINACI SURGELATI GR.450","21143"
"20/06/2024","32125","2","VONGOLE SGUSCIATE GR.250 SURGELATE","26507"
