"26/06/2024","32117","3","ALBUME UOVO PASTORIZZATO LT.1","30877"
"26/06/2024","32117","6","ARACHIDI SALATE CAMEO GR.300","11006"
"26/06/2024","32117","1","BACI PERUGINA GR. 200","17427"
"26/06/2024","32117","19","BISCOTTI COLAZIONE BALOCCO GR. 350","17581"
"26/06/2024","32117","10","BISCOTTI GRAN CEREALE CROCCANTE'' BARILLA ''GR. 2.30","16822"
"26/06/2024","32117","3","BISCOTTI GRANCEREALE CIOCCOLATO BARILLA ''GR. 2.30","12680"
"26/06/2024","32117","7","BISCOTTI INTEGRALI CRUSCHELLE GR 700","17421"
"26/06/2024","32117","4","BISCOTTI MULINO BIANCO ''GALLETTI'' GR. 350","14290"
"26/06/2024","32117","4","BISCOTTI PAVESINI CLASSICO GR 200","12268"
"26/06/2024","32117","14","BISCOTTI RINGO ""PAVESI"" CIOCCO / VANIGLIA","11952"
"26/06/2024","32117","6","BUDINO  ELAH VANIGLIA  GR. 70","17331"
"26/06/2024","32117","1","BUDINO ELAH CIOCCOLATO  GR. 80","16747"
"26/06/2024","32117","21","CAFFE' ECONOMICO GR.250","16990"
"26/06/2024","32117","7","CAFFE' HAG DECAFFEINATO CLASSICO GR.250","17432"
"26/06/2024","32117","26","CAFFE' LAVAZZA ''QUALITA' ROSSA''","16675"
"26/06/2024","32117","118","CAFFE' LAVAZZA ''SUERTE'' GR. 250","17150"
"26/06/2024","32117","10","CAMOMILLA STAR","16794"
"26/06/2024","32117","2","CANNELLA IN POLVERE GR. 25","17310"
"26/06/2024","32117","6","CAPPERI SALATI  GR. 100","17306"
"26/06/2024","32117","35","CARAMELLE MENTA DUFOUR GR. 150","16806"
"26/06/2024","32117","2","CARAMELLE MIELE CONF. GR 135","17601"
"26/06/2024","32117","4","CARAMELLE MISTE FRUTTA''ELAH TOFFE'' GR.180","16812"
"26/06/2024","32117","3","CECI PRECOTTI GR.400 TETRAPAK","17529"
"26/06/2024","32117","7","CIOCCOLATO AL LATTE NOVI GR.100","16748"
"26/06/2024","32117","1","CIOCCOLATO BIANCO NOVI GR. 100","16749"
"26/06/2024","32117","15","CIOCCOLATO FONDENTE NOVI GR. 100","16739"
"26/06/2024","32117","6","CIOCCOLATO NOISETTE NOVI GR. 100","16907"
"26/06/2024","32117","77","CONFETTURA VARI GUSTI GR 25","18742"
"26/06/2024","32117","9","CORNETTI INTEGRALI MULINO BIANCO PZ 6","10583"
"26/06/2024","32117","5","CRAKERS INTEGRALI ''MULINO-BIANCO''GR.500","16677"
"26/06/2024","32117","7","CRAKERS SALATI ''MULINO BIANCO'' GR. 500","16704"
"26/06/2024","32117","5","CREMA NOCCIOLE NOVI  GR. 200","17301"
"26/06/2024","32117","5","CROSTATINE ""MULINO BIANCO"" CIOCCOLATO PZ 10","17215"
"26/06/2024","32117","1","CROSTATINE ""MULINO BIANCO"" MARMELLATA PZ 10","17216"
"26/06/2024","32117","4","CURCUMA POLVERE GR.32 PET","17340"
"26/06/2024","32117","3","DADO CLASSICO STAR","16791"
"26/06/2024","32117","6","DAYGUM BARATTOLO 46 CONFETTI","17369"
"26/06/2024","32117","16","FAGIOLI BORLOTTI PRECOTTI GR.400","17532"
"26/06/2024","32117","13","FAGIOLI CANNELLINI PRECOTTI GR.400","17531"
"26/06/2024","32117","2","FAGIOLI SECCHI BORLOTTI GR. 500","12535"
"26/06/2024","32117","2","FAGIOLI SECCHI CANNELLINI GR. 500","12376"
"26/06/2024","32117","25","FARINA 00 ''BARILLA''  KG.1","16709"
"26/06/2024","32117","3","FETTE BISC.INT. '' MULINO BIANCO'' GR. 315","12295"
"26/06/2024","32117","9","FETTE BISCOTTATE  ''MULINO BIANCO'' GR. 315","12759"
"26/06/2024","32117","15","FIESTA  FERRERO PZ. 10","12287"
"26/06/2024","32117","2","GLASSA BALSAMICA PONTI GR.250","17447"
"26/06/2024","32117","4","GOLIA ACTIV  PLUS ASTUCCIO","16890"
"26/06/2024","32117","1","GOLIA FRUTTA  ASTUCCIO","17371"
"26/06/2024","32117","1","KELLOG'S EXTRA FRUTTI GR.375","17169"
"26/06/2024","32117","5","KELLOGGS CORN FLAKES GR. 375","16676"
"26/06/2024","32117","4","KELLOGGS EXTRA CIOCCOLATO E NOCCIOLE GR. 375","17195"
"26/06/2024","32117","5","KETCHUP HEINZ GR 250","17052"
"26/06/2024","32117","10","KINDER BRIOSS FERRERO PZ. 10","14860"
"26/06/2024","32117","11","LENTICCHIE BRICK JOLLY COLOMBANI GR.","17533"
"26/06/2024","32117","1","LIEVITO X DOLCI GR. 16X 3","17357"
"26/06/2024","32117","18","LOACHER WAFER NAPOLITANER GR.175","16646"
"26/06/2024","32117","15","MAIONESE GR.215","18447"
"26/06/2024","32117","6","MIELE AMBROSOLI SPORT GR.100","16939"
"26/06/2024","32117","1","NESQUIK NESTLE CONF.GR.500","17198"
"26/06/2024","32117","16","NUTELLINA COPPETTE FERRERO GR. 90 PZ. 6","16727"
"26/06/2024","32117","22","OLIO EXTRA VERGINE OLIVA  P.V.C. LT.1","10069"
"26/06/2024","32117","15","OLIO SEMI GIRASOLE LT.1","10088"
"26/06/2024","32117","3","OLIVE NERE ''TOSTE'' SACLA' GR.100","16635"
"26/06/2024","32117","17","OLIVE VERDI  ''SACLA' ''  DENOCCIOLATE E INTERE GR.185","16632"
"26/06/2024","32117","2","ORIGANO GR.12 PET","17183"
"26/06/2024","32117","1","PAN GRATTATO ''MULINO BIANCO'' GR. 400","16689"
"26/06/2024","32117","15","PANE 5 CEREALI ''MULINO BIANCO'' INTEGRALE GR. 400","17182"
"26/06/2024","32117","17","PATATINE FONZIS GR. 100","16757"
"26/06/2024","32117","13","PATATINE SAN CARLO ''CLASSICA''GR.190","17307"
"26/06/2024","32117","5","PEPE NERO MACINATO GR.25","17184"
"26/06/2024","32117","7","PEPERONCINO GR. 26","17345"
"26/06/2024","32117","8","PESTO VASETTO GR.100","32907"
"26/06/2024","32117","24","PIADINE MULINO BIANCO CLASSICHE","16692"
"26/06/2024","32117","8","PLUMCAKE MULINO BIANCO GR.330","16698"
"26/06/2024","32117","24","POMI' PARMALAT ML.500","16690"
"26/06/2024","32117","8","SALE FINO  KG.1","10213"
"26/06/2024","32117","5","THE VERDE LIPTON 25 FILTRI","16846"
